locus_tag	ftype	length_bp	gene	EC_number	COG	product
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00968	CDS	1170	ybjJ			Inner membrane protein YbjJ
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00969	CDS	1206	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00970	CDS	117				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00971	CDS	1683	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00972	CDS	801	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00973	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00974	CDS	972	menC_1	4.2.1.113	COG1441	o-succinylbenzoate synthase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00975	CDS	1413	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00976	CDS	1434	katA	1.11.1.6	COG0753	Catalase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00977	CDS	540				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00978	CDS	1194	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00979	CDS	861	cnoX		COG3118	Chaperedoxin
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00980	CDS	771				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00981	CDS	513	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00982	CDS	732	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00983	CDS	2430				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00984	CDS	576	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00985	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00986	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00987	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00988	CDS	1290	uraA		COG2233	Uracil permease
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00989	CDS	708	hda		COG0593	DnaA regulatory inactivator Hda
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00990	CDS	378	yfgD		COG1393	putative protein YfgD
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00991	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00992	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00993	CDS	552	gcvR		COG2716	Glycine cleavage system transcriptional repressor
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00994	CDS	879	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00995	CDS	1038	bamC		COG3317	Outer membrane protein assembly factor BamC
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00996	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00997	CDS	858	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00998	CDS	663	tcyB_2		COG0765	L-cystine transport system permease protein TcyB
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_00999	CDS	663	yecS_6		COG0765	L-cystine transport system permease protein YecS
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01000	CDS	792	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01001	CDS	384	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01002	CDS	777	allR		COG1414	HTH-type transcriptional repressor AllR
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01003	CDS	1203		4.1.2.42		D-threonine aldolase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01004	CDS	453				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01005	CDS	2097	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01006	CDS	1263				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01007	CDS	1446	tldD_2	3.4.-.-	COG0312	Metalloprotease TldD
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01008	CDS	1368	pmbA_2	3.4.-.-	COG0312	Metalloprotease PmbA
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01009	CDS	423	exbD_3		COG0848	Biopolymer transport protein ExbD
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01010	CDS	744	tolQ_3		COG0811	Tol-Pal system protein TolQ
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01011	CDS	867				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01012	CDS	969				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01013	CDS	522	fecI_2		COG1595	putative RNA polymerase sigma factor FecI
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01014	CDS	2382	cntO		COG1629	Metal-pseudopaline receptor CntO
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01015	CDS	1782	bacA_2		COG4178	Vitamin B12 transport ATP-binding protein BacA
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01016	CDS	2250	ptpA	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01017	CDS	2937				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01018	CDS	1179	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01019	CDS	648	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01020	CDS	657	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01021	CDS	300				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01022	CDS	1341				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01023	CDS	1323	citN		COG2851	Citrate transporter
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01024	CDS	936	gltC_2			HTH-type transcriptional regulator GltC
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01025	CDS	192				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01026	CDS	675				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01027	CDS	1128	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01028	CDS	378	yffB		COG1393	Protein YffB
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01029	CDS	363	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01030	CDS	210	cspE			Cold shock-like protein CspE
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01031	CDS	675				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01032	CDS	489				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01033	CDS	336				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01034	CDS	495	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01035	CDS	1071	recA		COG0468	Protein RecA
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01036	CDS	477	recX		COG2137	Regulatory protein RecX
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01037	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01038	CDS	186	csrA		COG1551	Translational regulator CsrA
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01039	tRNA	93				tRNA-Ser(gct)
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01040	tRNA	77				tRNA-Arg(acg)
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01041	tRNA	77				tRNA-Arg(acg)
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01042	tRNA	77				tRNA-Arg(acg)
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01043	CDS	579	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01044	CDS	1554	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01045	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01046	CDS	885	ypjD		COG4137	Inner membrane protein YpjD
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01047	CDS	1362	ffh		COG0541	Signal recognition particle protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01048	CDS	249	rpsP		COG0228	30S ribosomal protein S16
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01049	CDS	459	rimM		COG0806	Ribosome maturation factor RimM
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01050	CDS	756	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01051	CDS	348	rplS		COG0335	50S ribosomal protein L19
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01052	CDS	924				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01053	CDS	405				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01054	CDS	546				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01055	CDS	1455	fliC			Flagellin
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01056	CDS	1029				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01057	CDS	567				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01058	CDS	1572				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01059	CDS	1026				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01060	CDS	141				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01061	CDS	273				IS3 family transposase IS3
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01062	CDS	123				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01063	CDS	408	psiE		COG3223	Protein PsiE
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01064	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01065	CDS	1365	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01066	CDS	843	pcpF	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase PcpF
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01067	CDS	729	baeR		COG0745	Transcriptional regulatory protein BaeR
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01068	CDS	1368	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01069	CDS	1398	mdtD			Putative multidrug resistance protein MdtD
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01070	CDS	3081	mdtC			Multidrug resistance protein MdtC
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01071	CDS	3123	mdtB			Multidrug resistance protein MdtB
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01072	CDS	1227	mdtA			Multidrug resistance protein MdtA
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01073	CDS	966	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01074	CDS	342				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01075	CDS	2061	bglY	3.2.1.23	COG1874	Beta-galactosidase BglY
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01076	CDS	1218	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01077	CDS	849	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01078	CDS	1305				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01079	CDS	1233	cycB		COG2182	Cyclodextrin-binding protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01080	CDS	1083	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01081	CDS	1308	lamB		COG4580	Maltoporin
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01082	CDS	1011	galR		COG1609	HTH-type transcriptional regulator GalR
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01083	CDS	1041	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01084	CDS	1164	galK	2.7.1.6	COG0153	Galactokinase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01085	CDS	1464			COG2239	Magnesium transporter MgtE
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01086	CDS	615	yrbL			putative protein YrbL
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01087	CDS	879	mmsB	1.1.1.31	COG2084	putative 3-hydroxyisobutyrate dehydrogenase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01088	CDS	492				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01089	CDS	585	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01090	CDS	108				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01091	CDS	258				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01092	CDS	171				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01093	CDS	405	yafO	3.1.-.-		mRNA interferase toxin YafO
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01094	CDS	294	yafN		COG2161	Antitoxin YafN
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01095	CDS	741				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01096	CDS	165				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01097	CDS	465				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01098	CDS	1809				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01099	CDS	1572				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01100	CDS	567				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01101	CDS	405	hns_1			DNA-binding protein H-NS
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01102	CDS	270	yoeB	3.1.-.-	COG4115	Toxin YoeB
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01103	CDS	252	yefM		COG2161	Antitoxin YefM
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01104	CDS	429				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01105	CDS	549				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01106	CDS	1209				IS256 family transposase ISEc39
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01107	CDS	396				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01108	CDS	246				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01109	CDS	303				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01110	CDS	285				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01111	CDS	201				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01112	CDS	1215	intS_4		COG0582	Prophage integrase IntS
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01113	tRNA	76				tRNA-Thr(cgt)
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01114	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01115	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01116	CDS	375	crl			Sigma factor-binding protein Crl
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01117	CDS	333	cutA		COG1324	Divalent-cation tolerance protein CutA
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01118	CDS	1731	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01119	CDS	579				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01120	CDS	279				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01121	CDS	312				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01122	tRNA	76				tRNA-Phe(gaa)
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01123	CDS	1023	xerC_2			Tyrosine recombinase XerC
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01124	CDS	1548				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01125	CDS	1533	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01126	CDS	396				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01127	CDS	255	holE_1	2.7.7.7		DNA polymerase III subunit theta
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01128	CDS	927				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01129	CDS	897				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01130	CDS	1950				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01131	CDS	486				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01132	CDS	270				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01133	CDS	444				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01134	CDS	216				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01135	CDS	477				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01136	CDS	405				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01137	CDS	474				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01138	CDS	1041				IS481 family transposase ISErsp1
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01139	CDS	243				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01140	CDS	327				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01141	CDS	279				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01142	CDS	516				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01143	CDS	918				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01144	CDS	606				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01145	CDS	420				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01146	CDS	303				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01147	CDS	357	pemK_2	3.1.-.-		Endoribonuclease PemK
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01148	CDS	381				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01149	CDS	1539				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01150	CDS	378				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01151	CDS	1428				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01152	CDS	975				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01153	CDS	402				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01154	CDS	1092				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01155	CDS	510				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01156	CDS	2868				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01157	CDS	411				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01158	CDS	444				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01159	CDS	1542				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01160	CDS	927				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01161	CDS	660				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01162	CDS	363				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01163	CDS	342				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01164	CDS	240				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01165	CDS	321				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01166	CDS	102				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01167	CDS	195				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01168	CDS	756				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01169	CDS	2076				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01170	CDS	861				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01171	CDS	474				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01172	CDS	624				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01173	CDS	522				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01174	CDS	606				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01175	CDS	714				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01176	CDS	885				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01177	CDS	699				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01178	CDS	738				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01179	CDS	246				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01180	CDS	156				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01181	CDS	324				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01182	CDS	474				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01183	CDS	231				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01184	CDS	342				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01185	CDS	180				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01186	CDS	315				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01187	CDS	1203				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01188	CDS	786				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01189	CDS	453				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01190	CDS	1128				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01191	CDS	150				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01192	CDS	243				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01193	CDS	243				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01194	CDS	1344				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01195	CDS	651				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01196	CDS	519				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01197	CDS	594				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01198	CDS	1167				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01199	CDS	1557	tcpT		COG2804	Toxin coregulated pilus biosynthesis protein T
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01200	CDS	507				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01201	CDS	1326				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01202	CDS	1665	bfpB			Outer membrane lipoprotein BfpB
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01203	CDS	447				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01204	CDS	1341				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01205	CDS	249				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01206	CDS	243				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01207	CDS	438				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01208	CDS	549	ssb_1			Single-stranded DNA-binding protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01209	CDS	483				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01210	CDS	2019	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01211	CDS	798				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01212	CDS	132				hypothetical protein
Pectobacterium_cacticida_CFBP3628_GCF_036885195_1_01213	CDS	1215				hypothetical protein
